shipment_id,order_id,shipment_date,delivery_date,shipping_company,shipping_status
1149,1149,2025-09-25,2025-09-27,Shadowfax,Shipped
1150,1150,2024-11-28,2024-12-02,XpressBees,Returned
1151,1151,2025-10-05,2025-10-10,Ekart,Shipped
1152,1152,2024-07-17,2024-07-21,XpressBees,Returned
1153,1153,2024-04-27,2024-04-28,DTDC,Processing
1154,1154,2025-01-05,2025-01-10,India Post,Returned
1155,1155,2025-09-20,2025-09-25,India Post,Shipped
1156,1156,2024-03-08,2024-03-11,Delhivery,Delivered
1157,1157,2025-11-26,2025-12-01,Ekart,Shipped
1158,1158,2024-08-22,2024-08-29,Delhivery,Shipped
1159,1159,2025-09-18,2025-09-25,India Post,Out for Delivery
1160,1160,2025-06-07,2025-06-12,India Post,Processing
1161,1161,2025-09-12,2025-09-14,Blue Dart,Returned
1162,1162,2024-04-26,2024-04-27,DTDC,Out for Delivery
1163,1163,2025-11-13,2025-11-14,DTDC,Delivered
1164,1164,2025-03-09,2025-03-10,DTDC,Out for Delivery
1165,1165,2024-05-11,2024-05-13,Shadowfax,Shipped
1166,1166,2025-09-02,2025-09-06,Ekart,Processing
1167,1167,2025-09-28,2025-09-29,Blue Dart,Returned
1168,1168,2024-09-20,2024-09-25,Delhivery,Shipped
1169,1169,2024-08-24,2024-08-30,Blue Dart,Delivered
1170,1170,2024-11-05,2024-11-06,Blue Dart,Out for Delivery
1171,1171,2025-04-08,2025-04-15,India Post,Processing
1172,1172,2024-06-08,2024-06-11,DTDC,Processing
1173,1173,2025-01-10,2025-01-11,Delhivery,Processing
1174,1174,2025-04-24,2025-04-25,India Post,Processing
1175,1175,2025-04-05,2025-04-09,Delhivery,Delivered
1176,1176,2024-03-12,2024-03-13,Delhivery,Shipped
1177,1177,2025-08-19,2025-08-22,DTDC,Delivered
1178,1178,2025-10-24,2025-10-30,Delhivery,Shipped
1179,1179,2025-06-28,2025-07-02,DTDC,Delivered
1180,1180,2025-04-11,2025-04-15,DTDC,Shipped
1181,1181,2024-10-27,2024-10-29,Blue Dart,Processing
1182,1182,2025-06-30,2025-07-07,Blue Dart,Out for Delivery
1183,1183,2024-03-12,2024-03-15,Shadowfax,Out for Delivery
1184,1184,2025-07-26,2025-07-27,DTDC,Out for Delivery
1185,1185,2024-03-30,2024-03-31,Shadowfax,Delivered
1186,1186,2024-11-13,2024-11-15,DTDC,Processing
1187,1187,2024-10-24,2024-10-25,India Post,Out for Delivery
1188,1188,2024-04-27,2024-05-03,Blue Dart,Shipped
1189,1189,2024-12-27,2024-12-29,Shadowfax,Processing
1190,1190,2025-02-24,2025-03-03,XpressBees,Delivered
1191,1191,2025-02-20,2025-02-26,Blue Dart,Returned
1192,1192,2025-04-04,2025-04-06,Shadowfax,Processing
1193,1193,2025-06-27,2025-07-04,DTDC,Out for Delivery
1194,1194,2024-05-16,2024-05-19,XpressBees,Processing
1195,1195,2025-05-27,2025-05-30,India Post,Delivered
1196,1196,2025-07-02,2025-07-08,DTDC,Processing
1197,1197,2025-07-07,2025-07-14,Shadowfax,Processing
1198,1198,2025-10-24,2025-10-29,Delhivery,Returned
1199,1199,2025-08-31,2025-09-04,India Post,Delivered
1200,1200,2025-05-21,2025-05-27,DTDC,Shipped
1201,1201,2025-08-18,2025-08-19,Shadowfax,Returned
1202,1202,2024-06-12,2024-06-18,XpressBees,Shipped
1203,1203,2025-02-06,2025-02-08,DTDC,Processing
1204,1204,2024-05-15,2024-05-21,Delhivery,Out for Delivery
1205,1205,2024-12-20,2024-12-26,India Post,Shipped
1206,1206,2024-07-01,2024-07-08,Ekart,Returned
1207,1207,2024-11-26,2024-12-02,India Post,Out for Delivery
1208,1208,2024-12-06,2024-12-08,Delhivery,Delivered
1209,1209,2024-10-15,2024-10-18,XpressBees,Shipped
1210,1210,2025-05-03,2025-05-10,India Post,Processing
1211,1211,2025-03-05,2025-03-08,DTDC,Returned
1212,1212,2024-02-09,2024-02-12,Delhivery,Processing
1213,1213,2025-11-04,2025-11-11,India Post,Processing
1214,1214,2025-03-21,2025-03-26,India Post,Shipped
1215,1215,2024-12-21,2024-12-26,Blue Dart,Delivered
1216,1216,2025-10-06,2025-10-07,Shadowfax,Shipped
1217,1217,2024-04-21,2024-04-24,XpressBees,Shipped
1218,1218,2024-02-12,2024-02-13,DTDC,Returned
1219,1219,2025-01-08,2025-01-14,XpressBees,Returned
1220,1220,2025-02-22,2025-02-23,Blue Dart,Shipped
1221,1221,2025-02-17,2025-02-23,XpressBees,Delivered
1222,1222,2025-04-13,2025-04-17,Blue Dart,Processing
1223,1223,2025-01-27,2025-02-03,India Post,Returned
1224,1224,2025-01-28,2025-02-02,India Post,Out for Delivery
1225,1225,2024-10-12,2024-10-14,Ekart,Returned
1226,1226,2024-11-05,2024-11-07,Ekart,Delivered
1227,1227,2025-04-21,2025-04-25,Blue Dart,Delivered
1228,1228,2025-03-26,2025-03-27,DTDC,Processing
1229,1229,2025-06-19,2025-06-24,Ekart,Returned
1230,1230,2024-04-03,2024-04-06,India Post,Delivered
1231,1231,2024-07-01,2024-07-06,India Post,Shipped
1232,1232,2025-10-01,2025-10-04,DTDC,Shipped
1233,1233,2025-09-19,2025-09-24,Ekart,Returned
1234,1234,2025-06-18,2025-06-23,India Post,Processing
1235,1235,2024-01-01,2024-01-05,XpressBees,Out for Delivery
1236,1236,2025-09-25,2025-09-29,Delhivery,Delivered
1237,1237,2024-07-28,2024-07-29,Ekart,Out for Delivery
1238,1238,2024-07-11,2024-07-13,Blue Dart,Processing
1239,1239,2025-04-04,2025-04-11,Delhivery,Delivered
1240,1240,2025-02-14,2025-02-20,Blue Dart,Out for Delivery
1241,1241,2024-10-15,2024-10-20,Blue Dart,Out for Delivery
1242,1242,2025-03-28,2025-03-29,Blue Dart,Processing
1243,1243,2024-10-15,2024-10-21,Blue Dart,Delivered
1244,1244,2024-03-14,2024-03-18,Delhivery,Out for Delivery
1245,1245,2025-10-11,2025-10-15,Delhivery,Returned
1246,1246,2024-05-13,2024-05-20,Delhivery,Processing
1247,1247,2024-05-07,2024-05-13,XpressBees,Returned
1248,1248,2025-01-27,2025-01-28,India Post,Shipped
1249,1249,2024-07-16,2024-07-22,Delhivery,Delivered
1250,1250,2025-07-19,2025-07-21,Ekart,Returned
1251,1251,2024-05-05,2024-05-10,Shadowfax,Shipped
1252,1252,2024-04-14,2024-04-21,Shadowfax,Delivered
1253,1253,2025-01-04,2025-01-06,XpressBees,Shipped
1254,1254,2025-01-27,2025-02-02,Blue Dart,Shipped
1255,1255,2024-09-13,2024-09-18,Ekart,Shipped
1256,1256,2025-06-28,2025-07-04,Blue Dart,Out for Delivery
1257,1257,2025-01-20,2025-01-22,India Post,Shipped
1258,1258,2024-04-20,2024-04-24,Blue Dart,Returned
1259,1259,2024-08-07,2024-08-11,XpressBees,Out for Delivery
1260,1260,2025-07-28,2025-08-03,Blue Dart,Delivered
1261,1261,2024-04-26,2024-04-28,India Post,Processing
1262,1262,2025-11-07,2025-11-14,Shadowfax,Processing
1263,1263,2025-07-16,2025-07-19,DTDC,Delivered
1264,1264,2025-06-16,2025-06-20,Ekart,Shipped
1265,1265,2024-08-23,2024-08-29,Delhivery,Processing
1266,1266,2025-07-07,2025-07-11,Delhivery,Processing
1267,1267,2025-11-27,2025-12-02,DTDC,Returned
1268,1268,2025-04-24,2025-04-28,Shadowfax,Shipped
1269,1269,2024-05-15,2024-05-17,India Post,Processing
1270,1270,2024-01-17,2024-01-18,DTDC,Out for Delivery
1271,1271,2024-12-17,2024-12-22,India Post,Returned
1272,1272,2024-06-18,2024-06-23,Blue Dart,Returned
1273,1273,2025-05-22,2025-05-27,Ekart,Out for Delivery
1274,1274,2024-11-13,2024-11-18,Shadowfax,Delivered
1275,1275,2024-08-02,2024-08-04,DTDC,Out for Delivery
1276,1276,2024-04-27,2024-05-04,XpressBees,Returned
1277,1277,2025-02-11,2025-02-17,XpressBees,Returned
1278,1278,2024-04-28,2024-05-01,XpressBees,Shipped
1279,1279,2025-08-22,2025-08-29,Ekart,Shipped
1280,1280,2025-06-26,2025-06-28,India Post,Processing
1281,1281,2024-12-04,2024-12-09,DTDC,Out for Delivery
1282,1282,2024-04-17,2024-04-22,DTDC,Out for Delivery
1283,1283,2024-12-16,2024-12-22,Blue Dart,Shipped
1284,1284,2025-04-19,2025-04-21,Shadowfax,Processing
1285,1285,2025-07-02,2025-07-09,XpressBees,Shipped
1286,1286,2025-11-26,2025-12-03,Shadowfax,Shipped
1287,1287,2024-02-03,2024-02-10,India Post,Returned
1288,1288,2024-09-25,2024-10-01,XpressBees,Processing
1289,1289,2024-05-14,2024-05-16,DTDC,Shipped
1290,1290,2024-01-07,2024-01-14,XpressBees,Processing
1291,1291,2025-08-26,2025-09-01,India Post,Processing
1292,1292,2025-02-23,2025-03-02,Delhivery,Out for Delivery
1293,1293,2025-08-28,2025-08-31,Blue Dart,Processing
1294,1294,2025-06-30,2025-07-07,Delhivery,Delivered
1295,1295,2025-12-01,2025-12-08,Ekart,Delivered
1296,1296,2024-12-15,2024-12-18,XpressBees,Processing
1297,1297,2025-09-09,2025-09-12,Blue Dart,Shipped
1298,1298,2025-02-02,2025-02-08,Blue Dart,Processing
1299,1299,2025-01-17,2025-01-23,DTDC,Shipped
1300,1300,2024-05-21,2024-05-28,India Post,Out for Delivery
1301,1301,2024-07-14,2024-07-21,Delhivery,Out for Delivery
1302,1302,2025-03-24,2025-03-27,Ekart,Processing
1303,1303,2025-03-06,2025-03-08,XpressBees,Processing
1304,1304,2024-05-02,2024-05-07,Delhivery,Out for Delivery
1305,1305,2024-04-28,2024-05-04,Shadowfax,Out for Delivery
1306,1306,2025-06-14,2025-06-18,Shadowfax,Processing
1307,1307,2024-11-14,2024-11-17,XpressBees,Returned
1308,1308,2024-10-03,2024-10-07,Blue Dart,Processing
1309,1309,2024-06-06,2024-06-13,DTDC,Out for Delivery
1310,1310,2024-05-03,2024-05-10,Ekart,Processing
1311,1311,2025-04-02,2025-04-05,Delhivery,Shipped
1312,1312,2025-03-26,2025-03-27,Shadowfax,Delivered
1313,1313,2025-08-09,2025-08-14,XpressBees,Shipped
1314,1314,2024-12-05,2024-12-08,Blue Dart,Processing
1315,1315,2025-07-16,2025-07-20,Blue Dart,Processing
1316,1316,2025-05-01,2025-05-03,XpressBees,Out for Delivery
1317,1317,2025-01-18,2025-01-22,Ekart,Returned
1318,1318,2025-03-29,2025-03-31,DTDC,Shipped
1319,1319,2025-09-06,2025-09-08,Delhivery,Out for Delivery
1320,1320,2024-01-10,2024-01-12,Ekart,Out for Delivery
1321,1321,2025-08-04,2025-08-05,XpressBees,Returned
1322,1322,2024-12-25,2024-12-29,Blue Dart,Shipped
1323,1323,2024-06-09,2024-06-11,India Post,Delivered
1324,1324,2025-10-25,2025-10-27,XpressBees,Delivered
1325,1325,2025-05-29,2025-06-02,India Post,Processing
1326,1326,2024-02-25,2024-02-27,Delhivery,Returned
1327,1327,2025-03-11,2025-03-17,Ekart,Returned
1328,1328,2024-01-25,2024-01-28,Shadowfax,Returned
1329,1329,2025-02-20,2025-02-22,India Post,Out for Delivery
1330,1330,2024-10-07,2024-10-11,Blue Dart,Returned
1331,1331,2024-01-10,2024-01-17,DTDC,Processing
1332,1332,2025-10-15,2025-10-21,XpressBees,Returned
1333,1333,2024-12-10,2024-12-16,Delhivery,Delivered
1334,1334,2025-06-13,2025-06-15,Shadowfax,Out for Delivery
1335,1335,2025-07-06,2025-07-07,Delhivery,Out for Delivery
1336,1336,2025-01-09,2025-01-11,Ekart,Shipped
1337,1337,2025-09-20,2025-09-24,Blue Dart,Delivered
1338,1338,2024-04-06,2024-04-08,XpressBees,Delivered
1339,1339,2024-02-17,2024-02-19,Delhivery,Returned
1340,1340,2025-03-07,2025-03-09,Blue Dart,Processing
1341,1341,2025-04-04,2025-04-09,Delhivery,Out for Delivery
1342,1342,2024-09-02,2024-09-09,Shadowfax,Out for Delivery
1343,1343,2025-08-10,2025-08-15,DTDC,Shipped
1344,1344,2025-04-02,2025-04-09,DTDC,Returned
1345,1345,2024-05-24,2024-05-30,Delhivery,Shipped
1346,1346,2024-09-28,2024-09-29,XpressBees,Returned
1347,1347,2024-01-12,2024-01-15,India Post,Returned
1348,1348,2025-10-10,2025-10-15,Ekart,Out for Delivery
1349,1349,2024-12-05,2024-12-10,Ekart,Returned
1350,1350,2025-08-07,2025-08-12,Shadowfax,Returned
1351,1351,2024-01-29,2024-02-05,India Post,Returned
1352,1352,2024-05-06,2024-05-09,India Post,Returned
1353,1353,2024-07-05,2024-07-12,India Post,Processing
1354,1354,2024-05-26,2024-05-30,Shadowfax,Shipped
1355,1355,2024-04-18,2024-04-25,Delhivery,Out for Delivery
1356,1356,2024-04-24,2024-04-30,Shadowfax,Returned
1357,1357,2025-11-22,2025-11-25,Delhivery,Returned
1358,1358,2025-02-08,2025-02-13,DTDC,Shipped
1359,1359,2024-10-11,2024-10-13,DTDC,Returned
1360,1360,2024-06-29,2024-07-02,XpressBees,Shipped
1361,1361,2024-02-11,2024-02-12,Ekart,Returned
1362,1362,2025-02-25,2025-03-01,India Post,Processing
1363,1363,2024-08-01,2024-08-06,India Post,Shipped
1364,1364,2024-09-10,2024-09-11,XpressBees,Out for Delivery
1365,1365,2024-06-25,2024-07-01,Delhivery,Shipped
1366,1366,2024-09-25,2024-09-30,India Post,Shipped
1367,1367,2024-02-16,2024-02-20,Shadowfax,Out for Delivery
1368,1368,2024-08-25,2024-09-01,XpressBees,Processing
1369,1369,2024-08-07,2024-08-10,XpressBees,Delivered
1370,1370,2025-08-23,2025-08-26,XpressBees,Delivered
1371,1371,2024-05-13,2024-05-15,DTDC,Out for Delivery
1372,1372,2024-12-01,2024-12-07,Ekart,Processing
1373,1373,2025-06-23,2025-06-26,Shadowfax,Delivered
1374,1374,2024-05-08,2024-05-11,Ekart,Out for Delivery
1375,1375,2025-08-25,2025-08-31,India Post,Shipped
1376,1376,2025-06-13,2025-06-19,India Post,Delivered
1377,1377,2025-08-31,2025-09-04,XpressBees,Out for Delivery
1378,1378,2024-05-13,2024-05-20,Blue Dart,Returned
1379,1379,2025-06-21,2025-06-25,India Post,Processing
1380,1380,2024-12-13,2024-12-15,Ekart,Returned
1381,1381,2024-12-19,2024-12-20,DTDC,Processing
1382,1382,2025-03-16,2025-03-19,Blue Dart,Delivered
1383,1383,2025-10-08,2025-10-13,Delhivery,Out for Delivery
1384,1384,2024-01-26,2024-02-02,Shadowfax,Out for Delivery
1385,1385,2024-01-08,2024-01-09,Blue Dart,Delivered
1386,1386,2025-03-14,2025-03-20,Delhivery,Processing
1387,1387,2025-02-04,2025-02-09,Delhivery,Returned
1388,1388,2024-07-03,2024-07-04,DTDC,Shipped
1389,1389,2025-07-24,2025-07-28,Blue Dart,Out for Delivery
1390,1390,2025-03-10,2025-03-17,DTDC,Returned
1391,1391,2024-10-16,2024-10-23,XpressBees,Returned
1392,1392,2025-10-31,2025-11-01,Shadowfax,Processing
1393,1393,2025-09-13,2025-09-19,XpressBees,Returned
1394,1394,2025-11-19,2025-11-26,India Post,Processing
1395,1395,2025-09-11,2025-09-15,India Post,Out for Delivery
1396,1396,2024-03-20,2024-03-21,DTDC,Out for Delivery
1397,1397,2025-07-28,2025-08-02,XpressBees,Shipped
1398,1398,2024-06-29,2024-07-04,Delhivery,Returned
1399,1399,2025-01-08,2025-01-15,XpressBees,Shipped
1400,1400,2025-10-17,2025-10-20,Shadowfax,Delivered
1401,1401,2024-06-11,2024-06-17,DTDC,Processing
1402,1402,2024-06-08,2024-06-10,Delhivery,Returned
1403,1403,2025-05-11,2025-05-17,Delhivery,Returned
1404,1404,2024-03-21,2024-03-25,Shadowfax,Delivered
1405,1405,2025-09-27,2025-09-28,Blue Dart,Returned
1406,1406,2025-02-13,2025-02-20,Delhivery,Processing
1407,1407,2024-02-12,2024-02-16,Ekart,Returned
1408,1408,2025-03-15,2025-03-20,India Post,Shipped
1409,1409,2024-04-12,2024-04-16,Ekart,Out for Delivery
1410,1410,2024-03-12,2024-03-17,Ekart,Shipped
1411,1411,2025-04-07,2025-04-14,Shadowfax,Returned
1412,1412,2025-03-04,2025-03-07,Ekart,Processing
1413,1413,2025-03-04,2025-03-09,Ekart,Returned
1414,1414,2025-04-16,2025-04-20,Shadowfax,Delivered
1415,1415,2025-05-08,2025-05-11,Shadowfax,Shipped
1416,1416,2024-12-08,2024-12-09,XpressBees,Shipped
1417,1417,2025-10-22,2025-10-28,Blue Dart,Processing
1418,1418,2025-11-01,2025-11-05,XpressBees,Processing
1419,1419,2024-03-14,2024-03-19,Ekart,Processing
1420,1420,2024-10-16,2024-10-22,Ekart,Delivered
1421,1421,2024-01-31,2024-02-03,Delhivery,Processing
1422,1422,2025-01-23,2025-01-28,Delhivery,Delivered
1423,1423,2025-04-08,2025-04-11,Delhivery,Returned
1424,1424,2025-06-07,2025-06-11,DTDC,Returned
1425,1425,2024-10-28,2024-11-01,DTDC,Returned
1426,1426,2025-11-19,2025-11-20,DTDC,Returned
1427,1427,2024-12-20,2024-12-24,India Post,Delivered
1428,1428,2024-08-13,2024-08-20,Delhivery,Delivered
1429,1429,2024-02-11,2024-02-15,XpressBees,Processing
1430,1430,2024-02-05,2024-02-09,Delhivery,Delivered
1431,1431,2024-07-23,2024-07-24,DTDC,Processing
1432,1432,2025-03-18,2025-03-24,DTDC,Returned
1433,1433,2025-01-09,2025-01-15,Delhivery,Out for Delivery
1434,1434,2025-01-07,2025-01-10,DTDC,Delivered
1435,1435,2025-06-01,2025-06-08,Blue Dart,Out for Delivery
1436,1436,2024-06-17,2024-06-18,India Post,Processing
1437,1437,2024-12-05,2024-12-06,Blue Dart,Returned
1438,1438,2024-11-08,2024-11-09,Shadowfax,Returned
1439,1439,2024-02-12,2024-02-17,Shadowfax,Out for Delivery
1440,1440,2025-03-19,2025-03-24,Ekart,Out for Delivery
1441,1441,2025-04-04,2025-04-08,XpressBees,Shipped
1442,1442,2025-06-06,2025-06-08,Shadowfax,Delivered
1443,1443,2025-01-17,2025-01-19,XpressBees,Returned
1444,1444,2025-11-06,2025-11-07,XpressBees,Delivered
1445,1445,2025-01-08,2025-01-09,Ekart,Shipped
1446,1446,2024-04-19,2024-04-26,Delhivery,Delivered
1447,1447,2024-09-15,2024-09-20,DTDC,Out for Delivery
1448,1448,2024-11-04,2024-11-07,Shadowfax,Delivered
1449,1449,2024-02-18,2024-02-24,Ekart,Shipped
1450,1450,2024-06-08,2024-06-15,Shadowfax,Returned
1451,1451,2024-08-30,2024-09-03,India Post,Delivered
1452,1452,2024-07-11,2024-07-13,Ekart,Processing
1453,1453,2024-02-05,2024-02-12,India Post,Out for Delivery
1454,1454,2024-12-27,2025-01-01,India Post,Returned
1455,1455,2024-11-10,2024-11-16,DTDC,Shipped
1456,1456,2024-02-22,2024-02-25,XpressBees,Out for Delivery
1457,1457,2025-01-22,2025-01-28,XpressBees,Out for Delivery
1458,1458,2025-10-11,2025-10-17,Delhivery,Shipped
1459,1459,2024-01-01,2024-01-05,India Post,Returned
1460,1460,2025-04-08,2025-04-15,Shadowfax,Shipped
1461,1461,2024-03-27,2024-04-03,Shadowfax,Returned
1462,1462,2024-10-23,2024-10-28,India Post,Returned
1463,1463,2024-08-03,2024-08-07,DTDC,Shipped
1464,1464,2025-05-02,2025-05-04,Delhivery,Processing
1465,1465,2025-03-30,2025-03-31,Delhivery,Delivered
1466,1466,2025-06-08,2025-06-10,XpressBees,Processing
1467,1467,2024-08-20,2024-08-23,XpressBees,Processing
1468,1468,2024-11-07,2024-11-09,Ekart,Delivered
1469,1469,2024-12-27,2024-12-31,Ekart,Delivered
1470,1470,2025-03-30,2025-03-31,Ekart,Returned
1471,1471,2025-05-27,2025-05-30,XpressBees,Shipped
1472,1472,2024-02-28,2024-03-01,XpressBees,Returned
1473,1473,2025-08-23,2025-08-30,Ekart,Delivered
1474,1474,2025-05-11,2025-05-13,Delhivery,Out for Delivery
1475,1475,2024-10-21,2024-10-27,Shadowfax,Processing
1476,1476,2025-09-10,2025-09-12,Ekart,Processing
1477,1477,2025-11-14,2025-11-18,Ekart,Delivered
1478,1478,2024-10-16,2024-10-23,Shadowfax,Delivered
1479,1479,2025-09-14,2025-09-15,Blue Dart,Returned
1480,1480,2025-10-11,2025-10-12,Ekart,Out for Delivery
1481,1481,2024-08-03,2024-08-07,Shadowfax,Delivered
1482,1482,2024-06-24,2024-06-30,India Post,Processing
1483,1483,2025-07-26,2025-08-02,DTDC,Shipped
1484,1484,2024-12-01,2024-12-04,Ekart,Delivered
1485,1485,2024-12-18,2024-12-19,Delhivery,Returned
1486,1486,2024-06-10,2024-06-17,Delhivery,Delivered
1487,1487,2024-11-03,2024-11-06,Blue Dart,Returned
1488,1488,2025-10-01,2025-10-06,India Post,Out for Delivery
1489,1489,2025-10-01,2025-10-02,Delhivery,Delivered
1490,1490,2025-07-25,2025-08-01,Delhivery,Out for Delivery
1491,1491,2025-08-19,2025-08-21,XpressBees,Returned
1492,1492,2025-02-07,2025-02-08,Shadowfax,Delivered
1493,1493,2025-04-29,2025-05-03,DTDC,Out for Delivery
1494,1494,2025-10-14,2025-10-16,India Post,Shipped
1495,1495,2025-04-22,2025-04-24,Blue Dart,Out for Delivery
1496,1496,2025-07-11,2025-07-15,India Post,Shipped
1497,1497,2024-05-31,2024-06-02,Blue Dart,Out for Delivery
1498,1498,2025-08-11,2025-08-12,Blue Dart,Out for Delivery
1499,1499,2025-06-17,2025-06-24,Ekart,Out for Delivery
1500,1500,2024-11-29,2024-12-04,Shadowfax,Processing
1501,1501,2025-04-05,2025-04-09,DTDC,Delivered
1502,1502,2024-02-14,2024-02-16,India Post,Delivered
1503,1503,2025-02-11,2025-02-13,Shadowfax,Returned
1504,1504,2024-09-25,2024-09-26,DTDC,Delivered
1505,1505,2024-10-30,2024-11-04,XpressBees,Processing
1506,1506,2025-08-25,2025-08-26,Delhivery,Shipped
1507,1507,2025-06-26,2025-06-28,Delhivery,Processing
1508,1508,2025-04-07,2025-04-08,Delhivery,Returned
1509,1509,2024-10-28,2024-11-01,Delhivery,Returned
1510,1510,2024-05-14,2024-05-19,India Post,Delivered
1511,1511,2025-03-20,2025-03-21,Ekart,Out for Delivery
1512,1512,2025-05-20,2025-05-26,Shadowfax,Processing
1513,1513,2025-07-06,2025-07-12,DTDC,Processing
1514,1514,2024-11-23,2024-11-29,Shadowfax,Out for Delivery
1515,1515,2025-11-27,2025-12-04,XpressBees,Delivered
1516,1516,2025-01-31,2025-02-06,Delhivery,Delivered
1517,1517,2025-10-12,2025-10-17,Ekart,Processing
1518,1518,2025-02-16,2025-02-17,XpressBees,Out for Delivery
1519,1519,2025-10-09,2025-10-15,Ekart,Processing
1520,1520,2024-04-08,2024-04-15,Ekart,Delivered
1521,1521,2025-10-06,2025-10-10,Blue Dart,Returned
1522,1522,2024-12-30,2025-01-04,India Post,Returned
1523,1523,2025-08-10,2025-08-12,Ekart,Shipped
1524,1524,2025-06-22,2025-06-26,India Post,Delivered
1525,1525,2024-06-27,2024-06-30,Blue Dart,Delivered
1526,1526,2025-01-25,2025-01-31,Delhivery,Out for Delivery
1527,1527,2025-09-26,2025-09-27,Delhivery,Returned
1528,1528,2024-06-14,2024-06-17,Blue Dart,Returned
1529,1529,2024-08-23,2024-08-24,DTDC,Delivered
1530,1530,2024-04-14,2024-04-21,Delhivery,Returned
1531,1531,2024-12-19,2024-12-25,XpressBees,Shipped
1532,1532,2025-04-28,2025-05-04,India Post,Processing
1533,1533,2024-05-03,2024-05-10,XpressBees,Processing
1534,1534,2025-03-14,2025-03-20,Delhivery,Delivered
1535,1535,2025-10-11,2025-10-14,India Post,Processing
1536,1536,2025-07-24,2025-07-30,India Post,Out for Delivery
1537,1537,2025-05-25,2025-05-30,XpressBees,Out for Delivery
1538,1538,2024-08-29,2024-08-31,XpressBees,Returned
1539,1539,2025-04-05,2025-04-12,Shadowfax,Delivered
1540,1540,2024-09-18,2024-09-22,XpressBees,Delivered
1541,1541,2024-10-26,2024-11-01,Delhivery,Returned
1542,1542,2025-04-13,2025-04-20,Ekart,Out for Delivery
1543,1543,2025-02-21,2025-02-23,DTDC,Out for Delivery
1544,1544,2024-10-16,2024-10-22,XpressBees,Shipped
1545,1545,2025-08-07,2025-08-12,India Post,Returned
1546,1546,2025-11-19,2025-11-26,India Post,Delivered
1547,1547,2025-02-14,2025-02-19,Ekart,Out for Delivery
1548,1548,2024-06-23,2024-06-24,Ekart,Processing
1549,1549,2025-02-01,2025-02-04,DTDC,Processing
1550,1550,2024-02-17,2024-02-20,XpressBees,Processing
1551,1551,2025-08-06,2025-08-13,Delhivery,Returned
1552,1552,2024-09-25,2024-09-27,XpressBees,Processing
1553,1553,2025-06-26,2025-07-02,XpressBees,Out for Delivery
1554,1554,2025-06-08,2025-06-13,XpressBees,Delivered
1555,1555,2024-12-10,2024-12-14,Shadowfax,Shipped
1556,1556,2025-04-07,2025-04-12,DTDC,Shipped
1557,1557,2024-09-29,2024-10-02,Blue Dart,Shipped
1558,1558,2024-01-27,2024-02-01,XpressBees,Returned
1559,1559,2025-05-14,2025-05-20,XpressBees,Returned
1560,1560,2024-07-24,2024-07-31,XpressBees,Returned
1561,1561,2024-01-26,2024-01-30,Ekart,Processing
1562,1562,2024-11-14,2024-11-15,India Post,Delivered
1563,1563,2025-09-30,2025-10-01,Blue Dart,Shipped
1564,1564,2024-07-24,2024-07-26,Shadowfax,Out for Delivery
1565,1565,2025-09-10,2025-09-11,Shadowfax,Delivered
1566,1566,2025-11-19,2025-11-20,Ekart,Out for Delivery
1567,1567,2025-09-30,2025-10-07,Ekart,Shipped
1568,1568,2024-01-29,2024-02-03,Ekart,Shipped
1569,1569,2025-05-04,2025-05-07,XpressBees,Out for Delivery
1570,1570,2024-07-29,2024-08-03,India Post,Delivered
1571,1571,2024-04-18,2024-04-23,DTDC,Out for Delivery
1572,1572,2025-01-13,2025-01-15,Ekart,Shipped
1573,1573,2024-05-12,2024-05-14,XpressBees,Out for Delivery
1574,1574,2025-05-08,2025-05-09,India Post,Out for Delivery
1575,1575,2024-02-02,2024-02-09,XpressBees,Out for Delivery
1576,1576,2025-11-21,2025-11-22,DTDC,Returned
1577,1577,2024-12-10,2024-12-17,Ekart,Shipped
1578,1578,2025-02-18,2025-02-19,DTDC,Processing
1579,1579,2025-05-21,2025-05-28,DTDC,Out for Delivery
1580,1580,2025-03-03,2025-03-05,DTDC,Shipped
1581,1581,2024-07-01,2024-07-06,Blue Dart,Processing
1582,1582,2025-08-16,2025-08-21,Shadowfax,Processing
1583,1583,2024-09-14,2024-09-15,India Post,Processing
1584,1584,2024-10-25,2024-10-26,DTDC,Returned
1585,1585,2025-05-21,2025-05-25,DTDC,Shipped
1586,1586,2024-02-16,2024-02-18,Shadowfax,Shipped
1587,1587,2024-01-25,2024-02-01,Delhivery,Shipped
1588,1588,2024-12-09,2024-12-11,India Post,Shipped
1589,1589,2024-04-30,2024-05-01,Blue Dart,Returned
1590,1590,2025-12-01,2025-12-08,DTDC,Out for Delivery
1591,1591,2024-03-24,2024-03-29,XpressBees,Processing
1592,1592,2024-01-24,2024-01-25,XpressBees,Processing
1593,1593,2024-01-29,2024-02-03,DTDC,Returned
1594,1594,2024-11-14,2024-11-18,Blue Dart,Processing
1595,1595,2025-09-16,2025-09-23,Shadowfax,Out for Delivery
1596,1596,2024-06-14,2024-06-16,Blue Dart,Returned
1597,1597,2024-12-24,2024-12-28,Blue Dart,Returned
1598,1598,2024-01-18,2024-01-19,XpressBees,Out for Delivery
1599,1599,2025-09-28,2025-10-04,Delhivery,Out for Delivery
1600,1600,2025-04-14,2025-04-15,Delhivery,Processing
1601,1601,2025-02-15,2025-02-20,Blue Dart,Processing
