review_id,customer_id,product_id,rating,review_text,review_date
552,746,420,3.1,Highly recommended.,2025-02-27
553,496,491,4.5,Fast delivery.,2025-06-27
554,102,220,3.4,Not as expected.,2025-05-26
555,182,348,2.6,Very comfortable.,2024-06-23
556,88,448,2.5,Highly recommended.,2025-07-19
557,703,404,1.2,Not as expected.,2024-01-17
558,695,340,4.2,Satisfied with the purchase.,2024-12-02
559,968,415,1.4,Not as expected.,2024-11-05
560,736,306,1.4,Packaging was good.,2025-09-25
561,369,140,4.3,Highly recommended.,2025-01-21
562,906,219,2.2,Fast delivery.,2025-08-05
563,672,261,3.4,Highly recommended.,2024-04-16
564,467,491,3.2,Not as expected.,2025-01-01
565,555,173,4.7,Satisfied with the purchase.,2025-02-27
566,900,332,3.9,Packaging was good.,2024-09-11
567,955,72,2.3,Satisfied with the purchase.,2025-01-28
568,74,29,3.4,Satisfied with the purchase.,2025-01-02
569,497,307,3.4,Battery life is impressive.,2024-12-28
570,627,151,3.6,Not as expected.,2025-01-22
571,852,18,3.3,Battery life is impressive.,2025-11-10
572,181,279,3.1,Excellent product quality.,2024-08-31
573,124,36,4.8,Very comfortable.,2025-06-05
574,653,305,4.5,Fast delivery.,2024-07-11
575,606,357,2.9,Highly recommended.,2024-08-20
576,382,18,2.6,Battery life is impressive.,2024-11-29
577,614,466,1.2,Fast delivery.,2025-03-15
578,857,380,1.1,Packaging was good.,2024-04-11
579,782,431,2.3,Satisfied with the purchase.,2025-08-21
580,565,436,3.4,Not as expected.,2024-10-28
581,470,36,1.7,Satisfied with the purchase.,2024-05-05
582,735,57,1.5,Battery life is impressive.,2024-07-03
583,861,260,3.3,Average quality.,2024-03-11
584,681,405,2.9,Satisfied with the purchase.,2025-08-05
585,662,272,2.8,Highly recommended.,2025-07-26
586,508,241,4.2,Satisfied with the purchase.,2024-03-18
587,998,246,1.6,Packaging was good.,2025-11-02
588,290,352,2.8,Highly recommended.,2025-03-31
589,100,107,2.9,Satisfied with the purchase.,2024-01-21
590,613,201,4.6,Not as expected.,2025-05-17
591,549,233,1.1,Very comfortable.,2025-02-12
592,809,441,3.3,Highly recommended.,2024-09-02
593,118,387,4.1,Fast delivery.,2025-10-20
594,575,142,2.5,Packaging was good.,2024-12-07
595,334,406,2.8,Battery life is impressive.,2024-03-13
596,33,497,2.5,Average quality.,2025-08-24
597,803,479,4.0,Very comfortable.,2024-12-04
598,273,100,3.0,Satisfied with the purchase.,2024-08-24
599,942,246,1.7,Excellent product quality.,2025-02-06
600,611,48,2.3,Battery life is impressive.,2025-01-08
601,293,127,2.9,Very comfortable.,2024-12-07
602,777,240,2.1,Fast delivery.,2024-10-17
603,295,439,4.3,Highly recommended.,2024-02-07
604,514,136,3.2,Not as expected.,2025-03-07
605,237,184,1.3,Very comfortable.,2025-10-24
606,949,27,1.7,Not as expected.,2025-11-26
607,508,7,2.1,Packaging was good.,2025-06-01
608,748,278,2.2,Worth the price.,2024-10-25
609,280,16,1.8,Worth the price.,2024-01-30
610,472,345,2.5,Very comfortable.,2025-10-04
611,960,97,4.5,Not as expected.,2025-03-03
612,273,477,4.7,Average quality.,2024-04-25
613,864,119,1.9,Satisfied with the purchase.,2024-05-27
614,794,269,4.2,Highly recommended.,2025-03-23
615,566,45,4.4,Highly recommended.,2024-08-14
616,878,456,2.7,Excellent product quality.,2024-05-21
617,790,356,4.3,Excellent product quality.,2024-10-04
618,74,311,1.1,Average quality.,2024-11-02
619,551,247,4.1,Excellent product quality.,2025-09-07
620,324,180,2.7,Not as expected.,2025-07-22
621,650,105,1.5,Packaging was good.,2025-07-25
622,40,179,1.2,Fast delivery.,2025-08-26
623,467,279,1.2,Average quality.,2024-07-04
624,696,170,1.1,Fast delivery.,2025-06-13
625,348,483,4.3,Average quality.,2024-07-23
626,831,277,2.3,Average quality.,2025-10-06
627,891,358,1.5,Average quality.,2024-06-10
628,990,386,2.9,Worth the price.,2025-10-25
629,877,81,2.2,Very comfortable.,2024-04-21
630,931,7,1.5,Satisfied with the purchase.,2024-12-28
631,157,388,1.6,Very comfortable.,2024-03-08
632,673,419,2.7,Highly recommended.,2024-05-07
633,389,112,4.1,Battery life is impressive.,2024-03-04
634,198,393,1.2,Battery life is impressive.,2024-02-05
635,834,322,3.2,Not as expected.,2025-02-17
636,69,454,3.5,Packaging was good.,2025-11-28
637,989,136,2.3,Very comfortable.,2025-02-22
638,965,196,2.6,Average quality.,2025-09-13
639,995,405,1.3,Fast delivery.,2024-08-05
640,446,360,2.8,Average quality.,2025-07-07
641,417,168,4.3,Excellent product quality.,2024-09-04
642,86,452,3.4,Battery life is impressive.,2025-02-26
643,120,306,1.4,Satisfied with the purchase.,2025-01-10
644,50,1,3.0,Battery life is impressive.,2025-11-04
645,279,430,2.8,Highly recommended.,2024-03-05
646,724,290,3.7,Very comfortable.,2024-02-27
647,597,465,4.3,Satisfied with the purchase.,2025-02-16
648,989,105,4.9,Fast delivery.,2024-10-10
649,660,206,4.8,Worth the price.,2025-04-11
650,836,143,2.5,Satisfied with the purchase.,2024-10-25
651,741,265,3.9,Average quality.,2024-10-23
652,885,129,4.8,Packaging was good.,2025-11-14
653,684,320,3.2,Satisfied with the purchase.,2024-08-29
654,37,319,4.7,Battery life is impressive.,2024-11-08
655,328,90,4.4,Fast delivery.,2024-08-21
656,558,60,1.4,Excellent product quality.,2025-11-20
657,642,181,2.9,Satisfied with the purchase.,2025-09-18
658,404,297,2.0,Packaging was good.,2025-10-26
659,625,67,4.8,Very comfortable.,2024-07-03
660,741,237,1.6,Average quality.,2024-12-13
661,652,229,3.4,Packaging was good.,2024-10-06
662,908,122,2.6,Worth the price.,2025-10-01
663,327,76,3.5,Average quality.,2025-08-26
664,886,163,4.6,Packaging was good.,2025-08-13
665,62,484,4.4,Average quality.,2024-08-14
666,517,216,1.4,Worth the price.,2025-01-24
667,997,310,4.2,Very comfortable.,2024-04-01
668,826,300,3.2,Average quality.,2024-06-09
669,368,74,1.2,Fast delivery.,2024-10-27
670,806,497,2.2,Very comfortable.,2024-03-14
671,971,440,3.2,Average quality.,2025-03-20
672,462,196,2.5,Very comfortable.,2025-11-09
673,320,410,2.8,Worth the price.,2025-05-28
674,139,2,2.2,Not as expected.,2024-11-18
675,215,451,2.0,Battery life is impressive.,2025-09-28
676,917,470,1.1,Worth the price.,2024-07-10
677,672,54,1.9,Average quality.,2024-02-20
678,241,408,1.6,Worth the price.,2025-02-04
679,915,450,3.2,Worth the price.,2024-07-23
680,325,454,1.9,Packaging was good.,2025-04-21
681,636,199,2.6,Average quality.,2025-03-12
682,96,276,3.6,Very comfortable.,2024-04-17
683,375,499,1.3,Packaging was good.,2025-05-26
684,500,354,2.0,Packaging was good.,2024-04-03
685,936,465,3.5,Fast delivery.,2024-07-19
686,980,9,3.8,Packaging was good.,2025-05-22
687,875,424,3.8,Battery life is impressive.,2025-09-11
688,239,288,4.8,Battery life is impressive.,2024-06-28
689,460,351,2.9,Very comfortable.,2024-02-28
690,198,424,2.8,Not as expected.,2025-09-17
691,225,76,2.5,Fast delivery.,2024-03-28
692,166,88,2.2,Average quality.,2024-05-18
693,99,250,1.7,Fast delivery.,2024-03-28
694,98,409,1.7,Highly recommended.,2025-06-02
695,290,267,3.8,Fast delivery.,2025-01-13
696,895,39,2.9,Not as expected.,2025-11-12
697,831,281,3.4,Not as expected.,2025-08-04
698,264,45,4.1,Excellent product quality.,2025-11-14
699,428,83,4.0,Satisfied with the purchase.,2025-10-30
700,869,51,4.1,Fast delivery.,2024-09-16
701,930,403,4.4,Average quality.,2024-09-15
702,35,177,3.4,Highly recommended.,2024-02-22
703,636,60,2.2,Packaging was good.,2025-07-30
704,228,448,1.7,Average quality.,2024-11-14
705,415,163,1.5,Average quality.,2024-12-29
706,221,234,4.3,Highly recommended.,2025-01-01
707,636,283,2.1,Not as expected.,2024-11-10
708,754,368,3.0,Very comfortable.,2025-04-19
709,646,224,1.3,Average quality.,2025-01-21
710,769,185,3.8,Excellent product quality.,2025-08-09
711,146,472,1.0,Highly recommended.,2024-05-13
712,907,359,2.1,Fast delivery.,2024-03-19
713,134,247,2.8,Worth the price.,2024-08-08
714,195,345,4.9,Highly recommended.,2025-04-06
715,486,11,1.8,Not as expected.,2024-07-20
716,483,126,4.4,Battery life is impressive.,2024-05-14
717,485,161,4.5,Satisfied with the purchase.,2025-11-11
718,59,341,2.1,Very comfortable.,2024-11-22
719,613,171,1.4,Packaging was good.,2024-05-13
720,203,76,4.5,Packaging was good.,2025-02-28
721,868,350,1.4,Excellent product quality.,2025-05-02
722,10,363,2.7,Highly recommended.,2025-03-14
723,858,84,1.4,Average quality.,2024-02-25
724,448,173,1.1,Battery life is impressive.,2024-04-03
725,275,113,3.1,Excellent product quality.,2025-06-27
726,215,106,4.5,Very comfortable.,2024-08-04
727,864,246,1.5,Packaging was good.,2024-07-30
728,120,255,3.1,Excellent product quality.,2024-07-06
729,423,202,3.2,Packaging was good.,2024-04-30
730,193,450,2.0,Excellent product quality.,2024-03-03
731,725,484,3.4,Highly recommended.,2024-07-21
732,316,149,3.7,Very comfortable.,2025-02-06
733,700,240,2.0,Satisfied with the purchase.,2024-04-17
734,723,459,4.5,Not as expected.,2024-11-25
735,277,326,1.8,Not as expected.,2025-05-08
736,300,179,2.7,Battery life is impressive.,2024-11-07
737,837,144,1.2,Not as expected.,2025-09-04
738,283,367,4.7,Highly recommended.,2025-01-28
739,972,236,3.4,Satisfied with the purchase.,2024-04-01
740,732,458,2.3,Fast delivery.,2024-09-10
741,167,207,3.4,Average quality.,2025-06-06
742,85,346,1.8,Battery life is impressive.,2024-12-30
743,12,277,4.9,Packaging was good.,2024-08-06
744,623,69,3.3,Packaging was good.,2025-02-24
745,423,94,2.8,Packaging was good.,2024-06-09
746,923,498,3.5,Battery life is impressive.,2024-03-22
747,550,379,4.5,Average quality.,2025-09-22
748,7,274,1.2,Average quality.,2024-04-12
749,215,73,2.5,Very comfortable.,2025-09-14
750,34,263,2.1,Packaging was good.,2025-06-20
751,750,444,2.8,Satisfied with the purchase.,2025-07-16
752,5,261,4.3,Very comfortable.,2025-02-07
753,684,425,4.0,Not as expected.,2024-06-14
754,11,498,4.6,Not as expected.,2024-05-15
755,186,428,4.6,Highly recommended.,2025-07-05
756,197,18,1.8,Fast delivery.,2024-04-14
757,275,449,2.2,Highly recommended.,2024-04-05
758,22,164,4.9,Battery life is impressive.,2025-05-06
759,302,77,4.4,Highly recommended.,2024-12-17
760,847,487,2.6,Very comfortable.,2024-02-19
761,533,26,3.1,Satisfied with the purchase.,2025-11-06
762,349,328,1.5,Highly recommended.,2025-10-20
763,950,49,3.3,Average quality.,2025-10-22
764,566,269,1.2,Excellent product quality.,2025-08-01
765,545,280,3.1,Worth the price.,2024-06-13
766,176,9,1.3,Not as expected.,2025-04-26
767,733,167,3.5,Excellent product quality.,2024-10-07
768,797,207,3.4,Not as expected.,2025-02-19
769,628,442,2.5,Average quality.,2024-09-21
770,363,146,3.0,Average quality.,2024-03-29
771,974,248,3.3,Battery life is impressive.,2025-09-18
772,764,20,2.2,Excellent product quality.,2024-09-10
773,879,74,3.9,Battery life is impressive.,2025-02-16
774,981,210,4.5,Fast delivery.,2025-05-30
775,969,355,2.0,Not as expected.,2024-04-01
776,809,436,2.4,Battery life is impressive.,2025-10-29
777,722,202,2.7,Worth the price.,2025-02-11
778,955,189,2.8,Packaging was good.,2024-10-01
779,31,364,2.5,Average quality.,2024-10-08
780,739,413,3.2,Average quality.,2025-07-26
781,560,134,1.5,Excellent product quality.,2025-06-19
782,60,386,1.8,Packaging was good.,2025-10-19
783,829,351,3.5,Very comfortable.,2025-10-16
784,169,344,2.3,Fast delivery.,2025-04-29
785,525,49,1.1,Excellent product quality.,2025-09-14
786,763,177,3.5,Excellent product quality.,2025-01-31
787,209,33,3.4,Packaging was good.,2025-10-12
788,144,367,3.1,Battery life is impressive.,2025-04-17
789,815,330,1.8,Battery life is impressive.,2024-08-20
790,681,52,3.7,Fast delivery.,2025-06-23
791,184,436,4.4,Highly recommended.,2024-07-05
792,6,309,1.9,Satisfied with the purchase.,2024-11-25
793,16,200,1.4,Very comfortable.,2025-05-26
794,823,355,3.6,Average quality.,2024-01-08
795,197,460,3.8,Packaging was good.,2024-02-13
796,308,11,2.5,Battery life is impressive.,2024-06-28
797,916,168,1.5,Excellent product quality.,2025-09-18
798,494,411,3.7,Excellent product quality.,2025-11-02
799,211,382,3.6,Satisfied with the purchase.,2024-11-07
800,861,111,1.2,Battery life is impressive.,2024-02-21
801,842,371,3.8,Not as expected.,2025-11-16
802,662,481,4.0,Satisfied with the purchase.,2025-06-16
803,575,250,4.0,Battery life is impressive.,2025-11-03
804,285,301,2.9,Fast delivery.,2024-10-17
805,764,114,2.7,Highly recommended.,2025-07-09
806,126,278,1.5,Highly recommended.,2024-12-29
807,48,402,4.0,Average quality.,2024-03-09
808,528,456,2.1,Battery life is impressive.,2025-02-08
809,561,427,4.3,Excellent product quality.,2024-05-01
810,915,98,3.0,Satisfied with the purchase.,2025-11-22
811,768,273,2.8,Not as expected.,2024-11-23
812,862,27,3.7,Very comfortable.,2024-12-28
813,533,68,3.8,Worth the price.,2025-03-12
814,69,456,1.2,Worth the price.,2024-07-31
815,989,111,3.1,Packaging was good.,2024-10-26
816,914,243,3.3,Fast delivery.,2024-08-14
817,157,250,2.2,Very comfortable.,2024-03-28
818,328,332,4.6,Packaging was good.,2025-02-04
819,280,292,3.8,Worth the price.,2025-03-18
820,193,204,2.8,Satisfied with the purchase.,2024-07-17
821,714,470,3.3,Highly recommended.,2025-03-31
822,602,252,1.6,Worth the price.,2024-09-09
823,647,225,3.7,Satisfied with the purchase.,2025-06-06
824,949,197,4.7,Not as expected.,2025-05-18
825,945,361,3.2,Average quality.,2025-02-07
826,840,138,4.6,Average quality.,2024-04-11
827,756,58,3.0,Not as expected.,2025-09-02
828,430,112,1.3,Packaging was good.,2025-03-06
829,121,71,2.2,Excellent product quality.,2025-11-09
830,322,97,4.0,Satisfied with the purchase.,2025-07-26
831,264,140,4.9,Not as expected.,2025-01-06
832,258,23,4.2,Packaging was good.,2025-10-19
833,563,128,4.9,Very comfortable.,2025-03-14
834,964,442,3.7,Worth the price.,2025-02-16
835,774,485,3.8,Packaging was good.,2025-04-09
836,662,306,4.6,Satisfied with the purchase.,2025-02-09
837,994,35,4.1,Highly recommended.,2024-01-19
838,309,435,3.3,Worth the price.,2025-01-16
839,603,12,3.1,Packaging was good.,2024-06-19
840,400,305,2.3,Highly recommended.,2024-04-29
841,452,432,2.9,Packaging was good.,2025-09-11
842,877,497,4.6,Average quality.,2025-09-28
843,459,87,3.1,Worth the price.,2025-06-08
844,67,66,3.7,Not as expected.,2024-03-16
845,835,379,2.6,Packaging was good.,2024-05-02
846,710,148,1.0,Highly recommended.,2025-11-12
847,485,36,2.5,Satisfied with the purchase.,2025-06-07
848,794,390,2.5,Very comfortable.,2025-04-20
849,540,115,2.5,Average quality.,2024-12-29
850,400,247,3.6,Excellent product quality.,2025-07-09
851,168,331,2.4,Satisfied with the purchase.,2024-12-17
852,138,293,4.9,Battery life is impressive.,2024-04-22
853,643,298,3.6,Worth the price.,2025-03-02
854,368,32,4.3,Worth the price.,2025-04-08
855,778,382,3.0,Satisfied with the purchase.,2024-05-16
856,688,409,4.1,Excellent product quality.,2024-12-22
857,344,64,1.3,Very comfortable.,2024-07-17
858,997,317,2.5,Average quality.,2024-11-03
859,596,407,3.7,Battery life is impressive.,2025-08-30
860,857,237,3.8,Satisfied with the purchase.,2024-04-12
861,743,431,3.1,Worth the price.,2024-06-11
862,514,146,2.3,Worth the price.,2025-03-29
863,748,248,1.1,Highly recommended.,2024-01-02
864,715,376,1.7,Average quality.,2024-08-31
865,573,324,2.9,Satisfied with the purchase.,2025-05-19
866,613,270,1.1,Highly recommended.,2025-02-17
867,644,442,3.1,Excellent product quality.,2025-09-06
868,139,15,3.7,Highly recommended.,2025-03-29
869,516,348,4.3,Not as expected.,2024-06-11
870,300,5,4.6,Packaging was good.,2024-09-15
871,438,217,3.0,Satisfied with the purchase.,2024-12-02
872,861,78,3.6,Highly recommended.,2025-01-20
873,947,252,1.4,Packaging was good.,2025-10-28
874,978,86,3.9,Packaging was good.,2025-11-10
875,407,78,4.0,Very comfortable.,2024-06-27
876,538,60,2.4,Battery life is impressive.,2025-05-09
877,560,246,2.0,Satisfied with the purchase.,2024-05-25
878,826,126,4.8,Battery life is impressive.,2025-07-06
879,989,400,3.1,Very comfortable.,2025-01-03
880,670,247,3.8,Battery life is impressive.,2025-07-09
881,819,244,3.1,Very comfortable.,2025-01-19
882,874,231,1.5,Satisfied with the purchase.,2024-09-27
883,346,385,3.6,Packaging was good.,2024-11-01
884,342,340,1.6,Satisfied with the purchase.,2024-11-27
885,958,479,1.1,Satisfied with the purchase.,2025-07-29
886,83,442,1.5,Satisfied with the purchase.,2024-05-03
887,306,393,3.1,Not as expected.,2025-09-04
888,111,434,3.2,Fast delivery.,2025-08-16
889,822,95,4.7,Battery life is impressive.,2025-02-12
890,839,451,1.5,Highly recommended.,2025-01-29
891,422,433,1.9,Average quality.,2025-04-02
892,510,431,4.3,Average quality.,2025-09-24
893,189,247,3.4,Excellent product quality.,2024-01-20
894,937,131,3.4,Packaging was good.,2025-06-02
895,657,131,2.5,Fast delivery.,2024-04-28
896,999,201,1.1,Packaging was good.,2025-10-15
897,724,361,4.8,Packaging was good.,2024-07-06
898,137,116,4.0,Worth the price.,2025-03-18
899,368,148,1.8,Very comfortable.,2025-03-07
900,142,367,4.9,Not as expected.,2025-06-21
901,90,60,2.2,Highly recommended.,2024-06-19
902,953,468,2.8,Highly recommended.,2024-05-06
903,204,380,2.1,Fast delivery.,2025-09-03
904,892,40,4.9,Highly recommended.,2024-08-25
905,247,253,1.1,Not as expected.,2024-07-19
906,278,148,3.8,Worth the price.,2025-08-21
907,519,347,1.2,Very comfortable.,2025-08-21
908,400,354,4.5,Packaging was good.,2024-05-31
909,791,285,4.4,Satisfied with the purchase.,2025-09-25
910,404,32,3.1,Average quality.,2025-11-16
911,224,288,1.5,Not as expected.,2024-06-09
912,399,129,2.9,Fast delivery.,2025-11-15
913,190,170,4.1,Satisfied with the purchase.,2025-03-17
914,553,164,2.7,Highly recommended.,2025-08-03
915,589,304,3.7,Excellent product quality.,2024-06-02
916,697,40,3.3,Average quality.,2025-06-15
917,681,175,2.8,Not as expected.,2025-07-25
918,245,280,2.5,Very comfortable.,2024-08-04
919,875,166,3.6,Not as expected.,2025-04-09
920,767,38,1.1,Packaging was good.,2024-02-01
921,594,22,4.7,Average quality.,2024-12-13
922,61,62,4.0,Worth the price.,2025-03-20
923,882,178,2.7,Fast delivery.,2025-04-19
924,366,26,1.8,Worth the price.,2024-03-12
925,873,76,4.1,Very comfortable.,2025-01-03
926,564,476,3.7,Very comfortable.,2025-05-08
927,538,329,4.4,Satisfied with the purchase.,2024-11-20
928,212,109,1.1,Satisfied with the purchase.,2025-10-29
929,640,312,2.6,Average quality.,2024-10-21
930,746,272,1.8,Satisfied with the purchase.,2025-05-05
931,184,22,1.4,Battery life is impressive.,2025-08-18
932,971,241,2.4,Battery life is impressive.,2025-11-18
933,581,268,2.8,Excellent product quality.,2024-09-05
934,34,300,4.8,Satisfied with the purchase.,2024-11-24
935,913,313,4.8,Average quality.,2024-06-17
936,681,449,2.4,Fast delivery.,2024-09-17
937,673,251,4.0,Worth the price.,2025-08-06
938,46,202,3.6,Fast delivery.,2024-08-11
939,527,192,3.6,Average quality.,2024-03-15
940,601,228,1.2,Satisfied with the purchase.,2025-08-16
941,934,108,1.7,Battery life is impressive.,2024-02-11
942,82,240,2.2,Average quality.,2024-06-03
943,124,473,2.7,Very comfortable.,2024-09-10
944,906,363,2.1,Packaging was good.,2024-06-25
945,484,195,2.6,Excellent product quality.,2025-07-13
946,744,361,2.2,Worth the price.,2024-11-24
947,461,215,1.2,Average quality.,2024-01-04
948,730,453,3.0,Highly recommended.,2024-02-11
949,254,424,4.7,Worth the price.,2024-08-31
950,968,189,1.7,Battery life is impressive.,2025-05-02
951,498,454,3.3,Fast delivery.,2025-06-07
952,522,220,4.9,Packaging was good.,2025-09-05
953,747,11,2.2,Satisfied with the purchase.,2024-01-25
954,831,85,2.6,Fast delivery.,2024-04-30
955,216,223,1.7,Worth the price.,2024-05-16
956,117,222,1.1,Excellent product quality.,2025-11-03
957,459,49,4.7,Excellent product quality.,2024-06-21
958,732,484,2.2,Average quality.,2025-01-18
959,237,464,2.0,Not as expected.,2024-05-29
960,894,481,4.6,Highly recommended.,2025-09-26
961,738,149,4.0,Highly recommended.,2025-05-13
962,761,32,1.6,Worth the price.,2024-04-08
963,84,50,1.8,Worth the price.,2025-05-30
964,391,257,3.3,Worth the price.,2024-09-12
965,765,174,3.1,Fast delivery.,2024-05-20
966,765,246,1.9,Average quality.,2024-09-09
967,77,19,4.9,Satisfied with the purchase.,2024-03-18
968,785,481,4.8,Average quality.,2025-09-05
969,183,145,3.8,Very comfortable.,2024-03-19
970,507,314,1.9,Not as expected.,2024-12-25
971,656,151,2.3,Excellent product quality.,2024-06-29
972,459,466,2.4,Fast delivery.,2025-10-02
973,435,97,4.0,Fast delivery.,2025-04-23
974,258,274,1.4,Excellent product quality.,2025-08-05
975,729,153,3.1,Excellent product quality.,2024-01-02
976,284,54,3.2,Packaging was good.,2024-01-03
977,996,284,1.5,Excellent product quality.,2024-01-03
978,558,272,3.3,Worth the price.,2025-10-02
979,909,130,4.3,Satisfied with the purchase.,2025-07-17
980,833,175,2.8,Not as expected.,2025-06-22
981,600,8,2.3,Fast delivery.,2024-01-23
982,581,419,4.3,Not as expected.,2024-10-18
983,624,378,1.5,Average quality.,2025-03-13
984,5,325,3.3,Average quality.,2024-01-04
985,959,206,3.9,Packaging was good.,2025-11-21
986,793,456,3.8,Very comfortable.,2024-11-25
987,99,151,2.6,Worth the price.,2024-11-15
988,784,241,1.3,Satisfied with the purchase.,2025-09-06
989,8,252,2.2,Battery life is impressive.,2025-10-23
990,357,89,2.4,Battery life is impressive.,2025-10-04
991,360,196,3.5,Highly recommended.,2025-08-14
992,507,335,2.9,Fast delivery.,2024-10-22
993,608,427,2.0,Very comfortable.,2024-12-21
994,858,193,4.1,Fast delivery.,2024-01-24
995,157,231,1.7,Not as expected.,2024-11-21
996,402,81,3.3,Fast delivery.,2025-01-20
997,716,155,4.6,Not as expected.,2024-05-02
998,871,442,1.9,Highly recommended.,2024-05-30
999,954,109,2.0,Excellent product quality.,2025-04-22
1000,20,249,3.0,Battery life is impressive.,2025-04-02
1001,482,352,4.5,Very comfortable.,2024-10-08
1002,649,108,3.8,Very comfortable.,2024-04-26
1003,842,63,2.1,Battery life is impressive.,2024-07-06
1004,771,278,2.9,Average quality.,2025-11-01
1005,856,352,1.7,Worth the price.,2024-04-05
1006,473,27,1.2,Very comfortable.,2024-12-08
1007,455,19,2.6,Excellent product quality.,2025-06-17
1008,297,182,1.8,Satisfied with the purchase.,2025-04-20
1009,523,418,2.3,Battery life is impressive.,2025-11-19
1010,925,14,2.0,Worth the price.,2025-05-21
1011,721,385,2.3,Very comfortable.,2025-07-04
1012,59,352,1.3,Worth the price.,2024-02-19
1013,16,419,2.7,Battery life is impressive.,2024-02-17
1014,496,371,3.9,Average quality.,2024-04-01
1015,189,1,2.0,Satisfied with the purchase.,2025-06-30
1016,86,340,4.0,Worth the price.,2025-07-30
1017,684,78,3.3,Excellent product quality.,2025-01-06
1018,379,342,3.1,Very comfortable.,2024-11-29
1019,784,274,2.5,Satisfied with the purchase.,2024-05-28
1020,561,283,4.7,Satisfied with the purchase.,2024-08-19
1021,644,365,3.6,Highly recommended.,2025-02-17
1022,150,452,3.4,Not as expected.,2024-09-15
1023,531,494,2.9,Worth the price.,2024-04-08
1024,697,327,1.3,Average quality.,2025-06-23
1025,366,493,1.1,Packaging was good.,2025-08-06
1026,133,311,1.2,Fast delivery.,2024-02-11
1027,610,249,4.1,Worth the price.,2025-03-26
1028,422,395,2.9,Excellent product quality.,2024-06-23
1029,68,206,4.4,Battery life is impressive.,2024-06-16
1030,955,64,1.6,Highly recommended.,2024-10-02
1031,976,260,5.0,Battery life is impressive.,2025-11-01
1032,718,91,4.6,Packaging was good.,2025-03-13
1033,480,359,3.9,Excellent product quality.,2025-02-12
1034,888,143,4.9,Packaging was good.,2025-09-14
1035,155,97,2.9,Packaging was good.,2024-07-13
1036,299,204,1.1,Very comfortable.,2025-02-10
1037,398,253,5.0,Excellent product quality.,2025-06-10
1038,695,333,4.8,Excellent product quality.,2024-12-25
1039,632,299,3.6,Worth the price.,2024-03-22
1040,427,159,3.4,Worth the price.,2025-07-27
1041,147,263,3.9,Very comfortable.,2025-10-27
1042,333,390,1.6,Battery life is impressive.,2024-07-02
1043,13,482,4.1,Battery life is impressive.,2024-05-19
1044,867,444,3.8,Very comfortable.,2024-04-27
1045,26,200,4.0,Average quality.,2024-12-13
1046,854,30,4.8,Not as expected.,2024-05-10
1047,725,160,3.3,Average quality.,2025-08-17
1048,377,104,2.6,Average quality.,2025-11-21
1049,62,178,3.3,Excellent product quality.,2024-04-20
1050,769,35,3.7,Packaging was good.,2025-04-22
1051,385,333,2.3,Packaging was good.,2024-03-29
1052,898,151,2.8,Very comfortable.,2024-09-22
1053,642,236,3.8,Battery life is impressive.,2024-10-14
1054,506,478,1.7,Packaging was good.,2024-11-02
1055,714,151,4.8,Excellent product quality.,2024-01-30
1056,964,350,3.4,Excellent product quality.,2024-05-05
1057,964,1,4.3,Worth the price.,2025-02-12
1058,719,222,1.2,Worth the price.,2024-05-03
1059,916,101,2.2,Not as expected.,2024-09-19
1060,964,104,2.8,Not as expected.,2025-08-26
1061,835,5,1.3,Battery life is impressive.,2024-11-30
1062,139,128,2.8,Satisfied with the purchase.,2025-05-13
1063,874,363,4.3,Excellent product quality.,2025-06-24
1064,329,1,1.6,Not as expected.,2024-12-08
1065,805,88,4.6,Excellent product quality.,2024-06-02
1066,983,101,3.7,Battery life is impressive.,2024-06-13
1067,919,273,4.1,Satisfied with the purchase.,2025-08-03
1068,598,163,1.8,Highly recommended.,2025-09-16
1069,664,78,3.3,Battery life is impressive.,2024-11-15
1070,484,449,3.0,Packaging was good.,2025-11-06
1071,284,467,2.8,Battery life is impressive.,2024-09-25
1072,709,449,4.1,Packaging was good.,2025-06-14
1073,487,185,1.9,Satisfied with the purchase.,2024-12-19
1074,554,154,1.4,Very comfortable.,2024-05-19
1075,967,130,1.0,Battery life is impressive.,2025-07-22
1076,523,73,2.7,Excellent product quality.,2025-08-11
1077,960,118,2.4,Highly recommended.,2024-03-21
1078,582,400,2.5,Excellent product quality.,2025-03-03
1079,867,152,2.3,Packaging was good.,2025-04-04
1080,508,485,3.1,Average quality.,2024-12-14
1081,629,296,2.3,Average quality.,2025-11-25
1082,899,81,4.3,Fast delivery.,2024-02-19
1083,228,332,1.9,Average quality.,2024-02-17
1084,814,183,1.1,Fast delivery.,2024-04-04
1085,779,440,4.8,Very comfortable.,2025-10-12
1086,19,275,1.6,Satisfied with the purchase.,2024-04-23
1087,749,51,2.3,Not as expected.,2024-05-13
1088,226,326,4.9,Highly recommended.,2025-04-14
1089,637,203,4.7,Highly recommended.,2025-03-10
1090,498,221,1.5,Fast delivery.,2025-04-05
1091,824,432,2.5,Highly recommended.,2025-03-03
1092,29,2,1.9,Satisfied with the purchase.,2025-06-28
1093,994,217,4.0,Satisfied with the purchase.,2024-07-13
1094,35,411,3.0,Very comfortable.,2024-08-03
1095,623,463,3.1,Battery life is impressive.,2024-02-26
1096,494,41,3.9,Highly recommended.,2025-01-24
1097,135,341,3.4,Not as expected.,2024-04-24
1098,118,48,2.3,Fast delivery.,2025-10-15
