order_id,customer_id,employee_id,order_date,total_amount,order_status,payment_status
1297,820,38,2024-06-02,71721.09,Delivered,Failed
1298,731,32,2024-02-20,74172.17,Shipped,Pending
1299,555,23,2024-08-27,82885.95,Shipped,Refunded
1300,875,47,2024-05-20,83168.27,Cancelled,Pending
1301,253,20,2025-10-15,98804.8,Cancelled,Refunded
1302,204,15,2024-06-17,56189.64,Delivered,Paid
1303,205,27,2025-04-16,25413.39,Packed,Refunded
1304,265,27,2024-06-22,8681.56,Delivered,Failed
1305,523,22,2025-10-24,124571.81,Cancelled,Pending
1306,198,8,2024-04-22,16340.65,Shipped,Paid
1307,798,10,2025-10-30,40890.2,Shipped,Refunded
1308,529,20,2025-05-08,69386.29,Cancelled,Refunded
1309,814,27,2024-01-18,82443.01,Delivered,Pending
1310,597,42,2025-11-10,29217.77,Cancelled,Pending
1311,7,41,2025-03-18,2780.03,Cancelled,Pending
1312,404,5,2024-06-09,13939.16,Returned,Pending
1313,211,41,2025-06-23,59106.9,Cancelled,Refunded
1314,972,32,2025-04-02,29410.23,Placed,Refunded
1315,701,50,2024-10-29,2050.16,Cancelled,Paid
1316,517,31,2024-04-11,79095.97,Cancelled,Paid
1317,582,37,2024-07-17,21367.17,Packed,Paid
1318,479,19,2025-03-29,45248.49,Returned,Failed
1319,301,13,2025-03-16,137071.79,Cancelled,Refunded
1320,962,39,2025-07-02,101015.49,Returned,Failed
1321,83,40,2024-08-20,121397.53,Shipped,Refunded
1322,910,44,2025-08-24,122614.03,Placed,Failed
1323,866,3,2024-01-12,145608.22,Returned,Refunded
1324,513,8,2025-11-15,138862.82,Returned,Paid
1325,174,4,2025-10-11,103999.43,Packed,Paid
1326,623,35,2025-01-03,85311.04,Returned,Refunded
1327,255,18,2025-04-30,38589.64,Cancelled,Pending
1328,76,45,2025-09-09,73715.69,Returned,Refunded
1329,667,42,2025-09-15,129811.14,Cancelled,Paid
1330,332,47,2024-12-22,81342.43,Cancelled,Paid
1331,672,49,2024-05-06,53763.52,Shipped,Paid
1332,518,19,2025-03-06,145704.6,Placed,Pending
1333,980,2,2025-12-01,103048.04,Returned,Paid
1334,938,1,2024-12-07,33201.68,Returned,Failed
1335,995,5,2025-10-02,1321.82,Placed,Pending
1336,46,3,2025-10-06,70298.84,Cancelled,Pending
1337,830,27,2024-09-26,103843.6,Returned,Refunded
1338,439,5,2024-12-08,120681.33,Shipped,Failed
1339,676,6,2024-04-21,55069.48,Packed,Refunded
1340,406,47,2025-11-18,142425.28,Returned,Pending
1341,490,25,2025-09-12,57035.29,Returned,Paid
1342,859,5,2024-07-30,81433.32,Returned,Pending
1343,928,48,2025-04-26,84609.32,Returned,Refunded
1344,366,10,2024-08-15,109272.18,Returned,Paid
1345,40,4,2025-05-19,113382.19,Placed,Paid
1346,844,5,2025-09-20,38089.84,Cancelled,Pending
1347,102,8,2025-02-23,127108.37,Placed,Failed
1348,170,10,2025-01-30,26391.12,Packed,Failed
1349,764,28,2024-10-30,112555.2,Returned,Pending
1350,341,25,2025-01-11,81215.66,Packed,Refunded
1351,597,13,2025-06-10,98745.44,Returned,Failed
1352,353,35,2025-10-04,82645.34,Packed,Paid
1353,433,39,2025-07-18,34808.83,Returned,Paid
1354,936,5,2024-07-19,52424.46,Delivered,Failed
1355,331,9,2025-09-01,88709.51,Returned,Pending
1356,68,14,2025-08-13,23434.27,Placed,Refunded
1357,546,43,2025-01-08,68827.13,Shipped,Pending
1358,345,7,2024-03-23,73192.11,Packed,Paid
1359,981,28,2024-08-20,134472.11,Placed,Refunded
1360,464,4,2025-09-28,124677.51,Placed,Failed
1361,236,40,2025-06-09,125797.32,Placed,Paid
1362,805,44,2024-10-23,89759.37,Returned,Refunded
1363,437,3,2024-08-23,100889.57,Cancelled,Failed
1364,132,3,2024-11-23,104742.43,Packed,Paid
1365,984,42,2025-02-12,72546.94,Returned,Pending
1366,332,32,2024-08-24,100195.19,Placed,Paid
1367,971,13,2024-06-04,47893.26,Returned,Paid
1368,195,49,2024-11-24,44586.65,Shipped,Failed
1369,913,43,2024-01-28,66517.79,Shipped,Paid
1370,1000,20,2024-04-11,140765.78,Packed,Refunded
1371,279,27,2025-06-21,113844.73,Returned,Pending
1372,765,34,2025-03-12,146643.42,Placed,Paid
1373,47,20,2025-05-13,93437.97,Returned,Paid
1374,166,44,2024-10-14,118191.08,Shipped,Failed
1375,204,21,2025-06-13,46943.48,Packed,Paid
1376,872,31,2024-02-08,86585.97,Shipped,Failed
1377,430,15,2025-06-02,46093.05,Delivered,Refunded
1378,882,32,2024-11-04,130272.99,Shipped,Paid
1379,791,14,2025-09-30,105194.17,Packed,Refunded
1380,242,36,2025-06-05,47890.61,Packed,Pending
1381,665,3,2025-03-18,43702.89,Delivered,Refunded
1382,909,31,2025-04-22,56470.22,Returned,Failed
1383,898,17,2024-07-25,98329.33,Shipped,Pending
1384,799,21,2024-01-07,83573.72,Shipped,Refunded
1385,582,12,2024-02-19,91735.94,Packed,Failed
1386,214,23,2024-06-28,107338.7,Delivered,Refunded
1387,210,12,2024-09-20,67651.93,Shipped,Failed
1388,500,11,2025-07-28,17170.45,Returned,Paid
1389,578,49,2025-06-24,57571.9,Packed,Paid
1390,525,47,2024-07-12,30496.44,Placed,Pending
1391,549,25,2024-10-12,25093.78,Shipped,Failed
1392,412,24,2024-09-13,71138.16,Delivered,Pending
1393,727,34,2025-02-17,85889.2,Returned,Paid
1394,926,29,2025-03-03,117473.87,Returned,Refunded
1395,824,23,2024-12-19,28815.57,Cancelled,Pending
1396,736,3,2024-01-26,121164.92,Placed,Paid
1397,845,25,2025-07-20,102492.33,Returned,Pending
1398,456,30,2024-03-04,130448.8,Placed,Paid
1399,119,22,2025-10-11,9084.96,Cancelled,Refunded
1400,842,19,2025-04-14,131528.07,Placed,Pending
1401,783,18,2025-01-31,25693.28,Placed,Refunded
1402,468,41,2025-07-20,109450.22,Delivered,Refunded
1403,921,15,2024-07-28,85202.6,Packed,Failed
1404,606,40,2024-02-29,11261.38,Shipped,Pending
1405,14,30,2025-04-02,133135.62,Shipped,Paid
1406,761,46,2025-10-19,72437.49,Shipped,Failed
1407,162,22,2025-07-30,95722.96,Cancelled,Pending
1408,367,11,2025-02-23,22135.56,Returned,Refunded
1409,783,7,2024-07-06,65471.31,Returned,Refunded
1410,110,41,2024-10-22,22124.58,Delivered,Paid
1411,624,42,2024-11-10,122084.41,Returned,Pending
1412,400,29,2025-04-24,130759.06,Shipped,Pending
1413,467,1,2024-02-09,118444.42,Shipped,Refunded
1414,423,8,2024-09-30,29870.82,Packed,Paid
1415,924,42,2024-09-20,56414.95,Shipped,Pending
1416,247,23,2024-09-26,27841.02,Returned,Refunded
1417,878,5,2024-11-27,81964.05,Returned,Pending
1418,844,7,2025-07-11,78425.28,Shipped,Refunded
1419,471,22,2025-07-23,63462.82,Returned,Paid
1420,416,34,2025-05-24,1286.04,Cancelled,Failed
1421,694,38,2024-11-02,94824.27,Cancelled,Failed
1422,536,39,2025-02-18,146840.08,Delivered,Paid
1423,634,42,2025-08-29,144825.15,Packed,Refunded
1424,97,20,2025-10-15,62416.31,Shipped,Failed
1425,940,19,2025-10-16,100318.77,Cancelled,Refunded
1426,668,43,2025-09-09,122896.11,Shipped,Failed
1427,253,10,2024-10-28,89169.55,Shipped,Paid
1428,803,14,2024-08-26,110521.96,Shipped,Paid
1429,675,3,2025-09-21,131774.35,Delivered,Refunded
1430,831,47,2024-07-25,51682.48,Packed,Failed
1431,613,20,2025-02-13,143144.84,Shipped,Refunded
1432,618,7,2024-09-30,35954.62,Shipped,Pending
1433,451,24,2024-05-03,121565.61,Placed,Refunded
1434,450,48,2025-08-27,79705.54,Shipped,Refunded
1435,360,23,2024-09-23,104682.59,Shipped,Paid
1436,602,8,2024-07-15,92133.88,Placed,Failed
1437,39,2,2025-02-02,24929.57,Returned,Failed
1438,305,48,2024-06-12,75740.56,Returned,Refunded
1439,404,14,2024-03-16,34808.29,Returned,Failed
1440,936,30,2024-08-08,82408.21,Packed,Failed
1441,51,31,2025-07-06,82864.92,Placed,Refunded
1442,186,45,2024-03-13,37807.53,Returned,Paid
1443,200,13,2024-06-23,77796.96,Placed,Paid
1444,487,46,2025-01-07,13238.86,Returned,Refunded
1445,463,11,2025-09-18,71447.23,Shipped,Failed
1446,483,30,2025-04-05,41546.59,Returned,Failed
1447,691,48,2025-02-13,85930.33,Returned,Pending
1448,616,33,2024-07-31,140448.97,Cancelled,Failed
1449,606,4,2024-02-27,112695.29,Placed,Paid
1450,23,46,2024-01-23,111093.38,Delivered,Pending
1451,408,44,2025-03-15,88634.22,Returned,Pending
1452,83,30,2024-07-30,123476.51,Placed,Pending
1453,866,8,2024-04-13,28041.82,Cancelled,Pending
1454,938,50,2025-04-03,109739.92,Cancelled,Pending
1455,684,31,2024-03-02,66990.29,Delivered,Paid
1456,665,30,2024-11-29,144713.41,Shipped,Paid
1457,658,4,2024-12-14,131485.25,Cancelled,Refunded
1458,752,39,2024-04-24,45122.47,Shipped,Paid
1459,190,2,2025-06-08,64518.79,Cancelled,Refunded
1460,166,33,2025-05-27,96772.71,Placed,Paid
1461,416,30,2024-01-21,90286.5,Delivered,Refunded
1462,737,41,2024-08-04,96405.2,Packed,Pending
1463,937,20,2025-10-22,134076.28,Packed,Paid
1464,166,35,2025-03-01,24902.32,Cancelled,Failed
1465,547,35,2025-11-06,78564.32,Delivered,Refunded
1466,636,29,2024-02-14,58961.2,Cancelled,Pending
1467,962,18,2024-03-31,39345.54,Returned,Failed
1468,25,17,2024-08-31,78200.89,Placed,Failed
1469,756,14,2024-02-02,90631.69,Delivered,Paid
1470,622,8,2025-08-17,110657.85,Returned,Failed
1471,257,20,2024-03-05,101768.67,Packed,Refunded
1472,445,50,2025-04-07,59305.6,Placed,Refunded
1473,722,23,2024-01-17,137919.76,Cancelled,Refunded
1474,979,18,2024-07-20,143461.53,Cancelled,Paid
1475,667,27,2025-01-23,57849.44,Placed,Failed
1476,859,30,2024-05-18,95195.52,Returned,Paid
1477,221,31,2024-12-25,42613.42,Placed,Refunded
1478,399,26,2024-11-08,110811.95,Delivered,Paid
1479,621,45,2025-04-09,69902.78,Returned,Failed
1480,931,7,2025-11-29,143202.76,Packed,Pending
1481,863,8,2025-11-11,132174.93,Returned,Paid
1482,904,1,2024-05-18,67004.75,Returned,Failed
1483,223,47,2025-03-16,68559.45,Shipped,Refunded
1484,629,36,2024-12-31,79610.75,Cancelled,Paid
1485,580,48,2024-04-23,11184.26,Returned,Refunded
1486,780,3,2025-07-03,143939.59,Delivered,Failed
1487,3,27,2024-07-28,71446.16,Returned,Paid
1488,805,28,2024-04-02,18680.58,Placed,Paid
1489,848,21,2024-05-16,34697.46,Cancelled,Paid
1490,502,24,2024-12-16,131193.1,Cancelled,Paid
1491,685,47,2024-12-22,81697.98,Packed,Pending
1492,936,3,2025-10-03,135626.67,Packed,Pending
1493,25,23,2024-12-19,746.37,Delivered,Refunded
1494,545,41,2025-09-24,15587.27,Shipped,Pending
1495,268,35,2024-11-11,125057.88,Returned,Failed
1496,871,23,2025-05-06,126834.82,Returned,Paid
1497,310,24,2025-06-10,90793.63,Packed,Pending
1498,658,26,2025-11-13,140043.86,Cancelled,Refunded
1499,315,8,2025-03-24,66997.59,Returned,Paid
1500,943,18,2024-04-03,8535.53,Cancelled,Pending
1501,834,9,2024-12-10,92547.62,Shipped,Refunded
1502,272,17,2024-08-13,58967.94,Shipped,Failed
1503,218,8,2024-04-08,103294.16,Cancelled,Paid
1504,298,31,2024-10-19,10342.72,Shipped,Paid
1505,17,15,2024-11-04,135582.04,Shipped,Paid
1506,167,15,2025-02-12,60881.73,Packed,Pending
1507,601,3,2024-05-31,20746.6,Cancelled,Paid
1508,912,18,2024-07-13,108103.76,Returned,Pending
1509,52,32,2025-09-24,73629.38,Cancelled,Paid
1510,402,34,2024-01-17,76032.29,Delivered,Pending
1511,670,11,2025-08-16,106499.99,Cancelled,Failed
1512,672,19,2025-07-29,81470.96,Shipped,Failed
1513,659,35,2024-09-15,89464.61,Packed,Paid
1514,491,33,2025-04-23,13940.9,Packed,Paid
1515,926,12,2025-02-01,129101.85,Cancelled,Refunded
1516,84,35,2024-10-11,108736.03,Placed,Pending
1517,731,7,2024-11-03,4615.16,Delivered,Refunded
1518,960,24,2025-11-29,28503.23,Placed,Paid
1519,821,13,2024-08-22,119653.7,Shipped,Failed
1520,12,50,2024-10-22,139102.95,Cancelled,Paid
1521,318,24,2024-03-30,132955.45,Delivered,Refunded
1522,637,41,2024-12-22,102254.4,Packed,Failed
1523,235,24,2024-02-20,120403.08,Shipped,Paid
1524,426,17,2025-08-14,53544.38,Returned,Paid
1525,691,42,2025-08-16,141787.52,Packed,Paid
1526,395,5,2025-02-26,108549.65,Packed,Refunded
1527,723,3,2024-10-31,1194.66,Returned,Paid
1528,614,13,2025-10-24,136375.68,Delivered,Failed
1529,257,16,2024-10-05,58202.99,Placed,Failed
1530,63,1,2025-01-19,121430.56,Delivered,Pending
1531,45,13,2024-12-27,106335.93,Placed,Pending
1532,49,10,2025-03-14,43433.98,Cancelled,Pending
1533,209,29,2025-06-05,45242.7,Placed,Failed
1534,308,4,2024-03-29,110131.04,Packed,Paid
1535,487,3,2024-05-30,149395.17,Returned,Failed
1536,186,31,2024-11-20,119989.25,Packed,Paid
1537,346,3,2025-10-15,43953.21,Packed,Pending
1538,716,16,2025-11-04,84976.19,Returned,Pending
1539,842,46,2025-04-18,49396.71,Placed,Paid
1540,432,32,2025-09-26,33151.96,Shipped,Refunded
1541,426,44,2025-02-07,50535.97,Returned,Failed
1542,390,23,2025-08-27,40857.11,Packed,Paid
1543,714,9,2024-03-31,102792.25,Returned,Paid
1544,465,41,2025-06-30,105131.14,Delivered,Failed
1545,665,8,2025-08-13,73593.25,Placed,Pending
1546,833,25,2025-04-12,101263.68,Shipped,Paid
1547,344,47,2024-04-01,41420.88,Shipped,Paid
1548,661,14,2024-04-03,72930.94,Delivered,Failed
1549,871,1,2024-07-04,116039.22,Delivered,Refunded
1550,387,36,2024-11-04,13535.12,Returned,Failed
1551,347,35,2025-11-20,144114.17,Delivered,Failed
1552,953,9,2024-10-20,3214.84,Shipped,Pending
1553,552,6,2024-10-23,38594.5,Placed,Pending
1554,344,2,2025-10-14,101513.57,Shipped,Paid
1555,515,27,2024-09-18,56922.2,Delivered,Paid
1556,695,19,2024-08-06,132345.78,Cancelled,Paid
1557,492,32,2024-05-29,67994.02,Cancelled,Paid
1558,838,20,2024-06-12,6364.25,Returned,Pending
1559,525,30,2024-12-14,105786.71,Shipped,Failed
1560,963,47,2025-07-15,70243.56,Packed,Paid
1561,580,7,2024-09-14,138547.96,Placed,Failed
1562,632,29,2025-08-05,78021.93,Placed,Pending
1563,332,30,2025-01-10,144488.57,Cancelled,Paid
1564,564,46,2024-04-12,27787.23,Placed,Failed
1565,380,29,2025-06-02,133321.21,Delivered,Refunded
1566,744,9,2024-10-25,82495.51,Delivered,Failed
1567,827,15,2024-05-05,56781.54,Delivered,Paid
1568,836,18,2024-09-17,9287.97,Returned,Pending
1569,770,44,2024-11-04,57259.51,Cancelled,Refunded
1570,633,21,2024-08-24,100592.01,Returned,Refunded
1571,307,49,2025-03-22,75706.35,Cancelled,Failed
1572,481,24,2025-03-24,93394.06,Returned,Pending
1573,234,34,2024-04-01,52098.01,Packed,Failed
1574,51,31,2025-10-09,60352.96,Returned,Paid
1575,176,6,2025-01-15,68498.57,Packed,Failed
1576,46,32,2025-06-15,102908.11,Placed,Failed
1577,125,16,2024-10-05,15893.26,Placed,Paid
1578,435,4,2024-08-01,60948.67,Placed,Paid
1579,645,10,2024-11-22,109606.73,Packed,Refunded
1580,491,28,2025-05-11,85695.89,Cancelled,Paid
1581,462,24,2025-02-01,107163.55,Cancelled,Failed
1582,997,22,2024-03-22,2897.9,Cancelled,Failed
1583,941,19,2025-11-06,23854.62,Cancelled,Failed
1584,949,34,2025-10-29,40902.27,Delivered,Failed
1585,195,50,2024-04-22,95191.14,Cancelled,Paid
1586,779,14,2025-02-09,7413.56,Cancelled,Paid
1587,725,41,2025-11-24,49970.96,Returned,Refunded
1588,939,17,2025-06-22,6453.43,Placed,Refunded
1589,889,2,2025-07-01,142092.67,Returned,Refunded
1590,8,10,2024-09-29,132777.71,Packed,Failed
1591,685,6,2025-01-16,41510.54,Delivered,Paid
1592,79,37,2025-09-14,59723.31,Placed,Refunded
1593,205,12,2025-08-02,6692.62,Packed,Refunded
1594,286,50,2024-12-29,144430.61,Returned,Failed
1595,109,46,2024-10-14,82092.95,Cancelled,Failed
1596,627,34,2024-09-29,80410.66,Shipped,Failed
1597,271,2,2025-01-01,66870.99,Delivered,Failed
1598,438,36,2024-04-08,13145.92,Delivered,Paid
1599,808,44,2025-08-29,85076.42,Cancelled,Failed
1600,369,9,2025-03-13,72186.82,Cancelled,Paid
1601,341,11,2025-03-19,62654.37,Packed,Paid
1602,118,2,2025-11-18,138335.86,Delivered,Pending
1603,189,5,2024-10-15,121860.47,Returned,Refunded
1604,340,8,2025-06-08,130084.23,Returned,Paid
1605,699,7,2025-06-23,147807.11,Returned,Paid
1606,683,13,2025-10-08,149819.35,Packed,Failed
1607,914,18,2024-11-22,109806.77,Delivered,Refunded
1608,515,44,2024-02-29,47157.47,Returned,Refunded
1609,350,42,2025-09-22,86478.0,Shipped,Refunded
1610,266,19,2025-05-15,21927.05,Returned,Failed
1611,324,24,2025-05-12,42228.44,Packed,Pending
1612,43,25,2025-03-09,108583.84,Shipped,Refunded
1613,729,5,2025-11-28,107445.74,Delivered,Pending
1614,881,48,2025-04-26,5040.97,Shipped,Paid
1615,878,49,2024-11-23,64677.97,Shipped,Refunded
1616,390,38,2024-06-02,24006.93,Placed,Refunded
1617,312,8,2025-04-27,123064.27,Cancelled,Refunded
1618,514,12,2025-07-25,93332.76,Cancelled,Paid
1619,554,1,2025-11-17,33894.14,Shipped,Paid
1620,723,38,2024-07-20,107335.37,Shipped,Pending
1621,972,20,2025-01-24,79310.39,Packed,Failed
1622,610,34,2025-06-20,38117.67,Delivered,Pending
1623,70,49,2025-01-30,73822.35,Packed,Refunded
1624,99,9,2025-04-21,25138.39,Delivered,Pending
1625,515,7,2025-01-30,32315.99,Delivered,Failed
1626,771,44,2025-06-29,63531.2,Delivered,Pending
1627,744,19,2024-06-07,123043.15,Delivered,Refunded
1628,99,28,2024-07-10,90727.04,Cancelled,Refunded
1629,182,11,2024-08-24,136609.04,Packed,Pending
1630,111,3,2025-01-23,134995.19,Packed,Paid
1631,302,36,2024-10-28,59256.67,Cancelled,Refunded
1632,123,44,2025-10-27,112301.96,Cancelled,Failed
1633,474,37,2024-06-05,61934.66,Returned,Pending
1634,744,49,2024-02-28,65461.8,Returned,Paid
1635,859,35,2025-03-04,122558.56,Returned,Refunded
1636,495,48,2025-02-02,130858.24,Placed,Pending
1637,981,16,2025-07-31,1467.21,Returned,Refunded
1638,242,5,2024-02-23,139763.41,Placed,Refunded
1639,93,37,2024-09-17,7878.16,Placed,Paid
1640,259,7,2024-05-19,69638.7,Shipped,Pending
1641,744,39,2025-04-04,134591.41,Cancelled,Failed
1642,101,1,2024-03-19,112533.4,Shipped,Refunded
1643,39,10,2025-08-18,49202.91,Placed,Pending
1644,485,36,2025-09-17,128718.67,Placed,Refunded
1645,107,33,2025-11-30,115056.03,Cancelled,Refunded
1646,366,22,2024-08-27,37635.8,Packed,Refunded
1647,379,10,2024-01-14,95271.71,Cancelled,Pending
1648,575,3,2024-06-29,66040.24,Placed,Failed
1649,563,23,2024-03-12,17433.25,Shipped,Paid
1650,609,44,2024-05-26,108637.98,Cancelled,Failed
1651,278,45,2024-10-08,26873.6,Delivered,Refunded
1652,385,37,2024-09-07,52163.51,Shipped,Paid
1653,81,28,2024-05-18,13293.57,Shipped,Paid
1654,489,21,2024-07-30,58402.27,Shipped,Failed
1655,884,9,2024-03-19,73382.97,Packed,Failed
1656,490,1,2024-11-14,17768.8,Returned,Paid
1657,572,20,2025-06-02,40608.34,Shipped,Refunded
1658,739,31,2024-12-29,16784.04,Delivered,Pending
1659,235,15,2025-08-20,2756.74,Placed,Refunded
1660,774,26,2024-10-07,16634.66,Shipped,Failed
1661,178,46,2025-09-26,70130.1,Delivered,Paid
1662,977,35,2025-08-29,37497.54,Packed,Pending
1663,983,12,2025-10-13,68940.1,Shipped,Failed
1664,115,7,2025-08-12,1425.77,Placed,Failed
1665,3,21,2025-01-29,85981.62,Placed,Failed
1666,945,23,2024-03-28,35541.1,Returned,Pending
1667,87,30,2025-08-24,85974.62,Returned,Paid
1668,596,48,2024-09-25,107029.24,Shipped,Refunded
1669,16,4,2025-08-02,147031.68,Delivered,Pending
1670,712,31,2024-10-22,110695.84,Delivered,Paid
1671,514,3,2024-07-27,101615.95,Cancelled,Refunded
1672,77,33,2024-12-27,33268.85,Cancelled,Refunded
1673,143,5,2024-03-22,12288.37,Cancelled,Refunded
1674,506,24,2024-10-22,11328.9,Cancelled,Refunded
1675,52,30,2024-11-18,105766.39,Placed,Paid
1676,642,25,2024-05-01,28705.08,Shipped,Failed
1677,827,23,2025-05-23,20065.34,Returned,Pending
1678,726,29,2025-10-18,23492.6,Packed,Refunded
1679,505,31,2025-04-27,28952.72,Delivered,Pending
1680,613,32,2024-08-14,138426.11,Packed,Paid
1681,994,23,2024-07-12,113703.88,Delivered,Paid
1682,992,1,2024-02-07,113950.95,Cancelled,Failed
1683,460,22,2024-07-19,579.4,Delivered,Paid
1684,710,7,2025-08-03,34756.89,Delivered,Paid
1685,464,49,2025-05-19,5001.26,Cancelled,Pending
1686,954,39,2025-05-31,19684.63,Delivered,Paid
1687,732,23,2024-04-04,77261.89,Shipped,Refunded
1688,386,12,2024-04-20,138652.28,Placed,Failed
1689,532,2,2025-08-26,131024.19,Placed,Refunded
1690,139,8,2024-02-01,122218.03,Delivered,Refunded
1691,205,40,2025-10-18,122041.84,Cancelled,Refunded
1692,329,32,2025-05-01,22695.35,Packed,Pending
1693,751,46,2025-01-18,89173.88,Returned,Refunded
1694,871,9,2025-03-04,111437.45,Packed,Pending
1695,555,50,2025-07-03,75045.83,Shipped,Paid
1696,475,26,2024-11-09,69097.33,Cancelled,Paid
1697,949,15,2024-10-13,58908.9,Shipped,Refunded
1698,586,26,2025-02-23,88285.48,Shipped,Paid
1699,917,39,2025-02-25,95199.59,Packed,Paid
1700,925,15,2024-09-10,147065.6,Placed,Pending
1701,592,28,2025-11-11,132571.56,Placed,Paid
1702,552,44,2025-02-23,57535.56,Packed,Failed
1703,721,34,2024-06-03,45757.31,Packed,Pending
1704,395,36,2025-08-25,99166.54,Delivered,Pending
1705,769,9,2024-02-11,78324.35,Returned,Failed
1706,287,14,2025-01-06,56842.78,Returned,Refunded
1707,403,22,2025-02-08,137705.32,Placed,Refunded
1708,43,13,2024-08-31,148769.25,Returned,Paid
1709,863,29,2024-01-27,3892.68,Packed,Failed
1710,699,4,2024-11-24,20647.61,Cancelled,Paid
1711,829,8,2025-11-19,141809.95,Delivered,Paid
1712,390,25,2025-08-07,131751.99,Packed,Pending
1713,742,39,2024-08-02,71657.59,Placed,Pending
1714,451,40,2025-08-10,25003.71,Returned,Failed
1715,77,9,2025-02-09,113053.03,Cancelled,Failed
1716,558,42,2024-04-12,147331.56,Shipped,Pending
1717,744,5,2025-05-24,146626.71,Placed,Pending
1718,207,16,2024-05-13,44089.14,Delivered,Refunded
1719,670,35,2024-01-23,134809.98,Cancelled,Refunded
1720,129,1,2025-06-09,19664.07,Returned,Failed
1721,377,23,2024-12-03,140168.57,Shipped,Pending
1722,569,41,2025-02-27,96534.94,Shipped,Pending
1723,96,12,2025-07-18,11024.73,Cancelled,Refunded
1724,204,3,2025-04-21,45815.24,Packed,Paid
1725,3,12,2025-04-22,142535.61,Returned,Pending
1726,972,7,2024-01-11,40149.92,Placed,Refunded
1727,997,3,2025-07-28,134816.64,Delivered,Failed
1728,335,48,2024-05-11,115305.79,Packed,Pending
1729,639,16,2024-08-19,63152.26,Delivered,Paid
1730,595,20,2024-12-21,21649.63,Placed,Pending
1731,35,12,2025-05-04,126985.87,Delivered,Pending
1732,889,12,2025-10-10,56054.68,Packed,Refunded
1733,80,33,2024-01-25,143484.35,Shipped,Refunded
1734,789,45,2025-12-01,63516.9,Packed,Paid
1735,3,10,2024-12-12,25078.31,Packed,Refunded
1736,962,42,2025-06-01,29189.36,Returned,Paid
1737,732,40,2024-11-16,104411.23,Cancelled,Refunded
1738,369,30,2025-01-07,370.5,Packed,Paid
1739,440,28,2024-01-09,140252.71,Cancelled,Refunded
1740,286,38,2024-05-14,17977.6,Cancelled,Paid
1741,945,2,2025-11-20,62300.63,Returned,Refunded
1742,606,8,2025-05-13,133689.73,Shipped,Refunded
1743,645,42,2024-02-05,94063.25,Cancelled,Paid
1744,226,19,2025-09-21,49880.01,Packed,Pending
1745,744,8,2024-06-04,71430.73,Delivered,Refunded
1746,921,9,2025-06-05,121176.91,Delivered,Paid
1747,42,5,2025-03-21,144827.32,Shipped,Pending
1748,906,13,2025-05-24,83659.15,Delivered,Refunded
1749,241,31,2025-05-04,63314.06,Placed,Pending
1750,637,38,2024-11-29,127673.45,Placed,Pending
1751,792,15,2024-09-27,145235.5,Returned,Pending
1752,468,39,2025-06-14,112158.74,Delivered,Refunded
1753,398,19,2024-02-27,146232.87,Shipped,Paid
1754,66,36,2024-10-02,24858.23,Packed,Paid
1755,712,34,2025-05-01,3394.14,Cancelled,Paid
1756,835,1,2025-11-26,99448.26,Returned,Refunded
1757,33,31,2025-03-27,84363.47,Cancelled,Pending
1758,716,28,2024-12-07,64926.28,Returned,Pending
1759,902,50,2024-05-04,26499.12,Delivered,Pending
1760,191,25,2025-02-26,105234.16,Placed,Failed
1761,753,4,2024-04-06,119221.07,Placed,Failed
1762,513,30,2024-04-01,37075.59,Shipped,Pending
1763,43,32,2025-01-13,126804.31,Cancelled,Paid
1764,435,6,2024-08-15,32665.86,Returned,Refunded
1765,590,46,2024-04-26,70820.63,Shipped,Failed
1766,49,6,2024-05-13,104212.47,Packed,Failed
1767,833,33,2024-11-02,137115.45,Returned,Paid
1768,137,3,2025-11-30,72221.69,Returned,Pending
1769,996,49,2024-12-08,19573.16,Returned,Paid
1770,596,8,2024-05-22,59953.71,Shipped,Failed
1771,57,37,2024-12-26,74094.17,Cancelled,Refunded
1772,1,27,2024-06-27,74787.65,Packed,Failed
1773,205,25,2025-06-22,133220.84,Placed,Refunded
1774,257,26,2024-06-14,131940.6,Cancelled,Refunded
1775,462,12,2024-01-21,116697.3,Returned,Refunded
1776,355,44,2025-06-29,49825.45,Shipped,Pending
1777,351,9,2025-09-02,144518.21,Delivered,Refunded
1778,357,27,2025-10-19,137232.43,Placed,Paid
1779,170,17,2025-01-01,18194.11,Returned,Failed
1780,191,42,2025-01-21,24431.85,Cancelled,Failed
1781,24,28,2025-11-19,79159.69,Placed,Paid
1782,626,10,2024-05-07,52684.9,Delivered,Failed
1783,807,28,2025-06-13,112648.67,Returned,Failed
1784,355,40,2025-01-20,72043.55,Cancelled,Pending
1785,221,23,2024-07-12,45732.68,Placed,Refunded
1786,286,28,2024-05-04,130916.29,Delivered,Refunded
1787,390,12,2025-02-06,2168.84,Placed,Failed
1788,169,48,2024-02-11,67821.38,Returned,Paid
1789,500,43,2025-04-29,20994.13,Cancelled,Failed
1790,495,28,2024-09-30,8236.39,Delivered,Failed
1791,822,1,2024-04-09,21309.94,Delivered,Paid
1792,450,30,2024-07-16,92326.06,Delivered,Refunded
1793,626,50,2025-11-21,22512.02,Cancelled,Pending
1794,939,44,2024-02-21,89956.42,Delivered,Pending
1795,33,17,2024-08-30,142347.16,Delivered,Failed
